EmployeeID,Age,Gender,Department,JobRole,Salary,Education,ExperienceYears,Attrition,OverTime,MaritalStatus
942,29,Female,Finance,Developer,57855,High School,0,No,Yes,Divorced
943,49,Female,R&D,Research Scientist,21460,Bachelors,21,No,No,Single
944,52,Male,Tech,Analyst,122191,Masters,26,No,No,Single
945,30,Female,Sales,Analyst,67646,Diploma,28,No,Yes,Divorced
946,50,Female,HR,Sales Executive,61252,Diploma,14,No,Yes,Married
947,35,Male,Admin,Analyst,29835,PhD,9,Yes,No,Divorced
948,43,Male,Tech,Developer,133947,Masters,19,Yes,No,Single
949,32,Female,Tech,Research Scientist,30910,PhD,21,No,No,Married
950,44,Female,HR,Sales Executive,102757,PhD,8,No,Yes,Divorced
951,22,Female,Tech,Manager,111149,High School,31,No,No,Single
952,58,Male,R&D,Manager,116889,Masters,16,No,Yes,Married
953,42,Male,Tech,Research Scientist,124150,Diploma,18,No,Yes,Married
954,47,Male,R&D,Manager,28463,Masters,26,No,No,Married
955,57,Male,Sales,Developer,33336,High School,33,No,No,Single
956,44,Male,Sales,Analyst,46534,Masters,9,No,No,Divorced
957,22,Female,Finance,Research Scientist,22369,Masters,29,No,No,Single
958,36,Female,R&D,Sales Executive,45381,PhD,20,No,Yes,Single
959,42,Female,Admin,Analyst,132296,Masters,20,No,Yes,Married
960,30,Male,Sales,Manager,105094,PhD,33,No,Yes,Divorced
961,30,Male,Tech,Manager,107905,PhD,8,No,No,Married
962,31,Male,HR,Sales Executive,119186,Bachelors,33,No,No,Single
963,47,Female,HR,Developer,116490,High School,11,No,No,Married
964,56,Male,R&D,Sales Executive,45407,PhD,20,No,No,Single
965,46,Male,Admin,Research Scientist,82552,Masters,19,Yes,No,Single
966,47,Female,Finance,Sales Executive,55939,PhD,5,No,No,Single
967,32,Male,Tech,Manager,112303,PhD,11,No,No,Married
968,59,Female,R&D,Developer,87576,PhD,30,Yes,No,Divorced
969,23,Male,HR,Developer,148081,Diploma,1,No,Yes,Married
970,28,Male,R&D,HR Executive,108652,Diploma,15,No,No,Single
971,39,Female,Tech,Sales Executive,46170,Diploma,0,No,No,Married
972,48,Female,Admin,Research Scientist,91908,Diploma,3,No,Yes,Single
973,55,Female,Admin,Manager,144506,Bachelors,0,Yes,No,Divorced
974,48,Female,Sales,Analyst,42369,PhD,34,No,No,Divorced
975,38,Female,Tech,Developer,93098,Bachelors,12,No,Yes,Single
976,45,Female,Sales,Sales Executive,64544,Masters,30,No,Yes,Divorced
977,46,Male,Sales,HR Executive,25900,High School,19,No,No,Single
978,28,Male,Sales,Research Scientist,60733,Bachelors,6,No,No,Married
979,27,Female,R&D,Research Scientist,107236,Diploma,32,No,Yes,Married
980,45,Male,HR,Manager,126769,Diploma,27,No,No,Divorced
981,54,Female,Admin,Developer,20589,Masters,19,No,No,Divorced
982,50,Male,R&D,Manager,80044,PhD,31,No,No,Single
983,43,Female,HR,HR Executive,85311,High School,8,No,No,Divorced
984,47,Male,Admin,Analyst,77926,Bachelors,33,Yes,No,Divorced
985,49,Male,Tech,Analyst,90599,PhD,13,No,No,Divorced
986,42,Male,Admin,Analyst,105553,PhD,3,No,Yes,Single
987,28,Male,Admin,Research Scientist,103910,Bachelors,28,No,No,Married
988,38,Male,Admin,Developer,108435,Bachelors,14,No,Yes,Single
989,41,Female,Finance,Manager,69008,Bachelors,16,No,No,Single
990,41,Female,Tech,Manager,86794,Bachelors,18,No,No,Divorced
991,43,Female,R&D,HR Executive,99134,Diploma,8,Yes,No,Married
992,49,Male,R&D,Analyst,22866,PhD,26,No,No,Single
993,28,Female,HR,Developer,72890,PhD,14,No,No,Divorced
994,22,Male,R&D,Developer,135259,Diploma,27,Yes,Yes,Single
995,53,Male,Sales,HR Executive,61504,PhD,3,No,No,Divorced
996,34,Male,Admin,Sales Executive,115668,Bachelors,20,No,No,Married
997,51,Female,R&D,Developer,73374,High School,33,No,No,Married
998,44,Male,HR,Developer,49404,PhD,18,No,Yes,Divorced
999,40,Female,HR,Manager,85223,High School,3,No,No,Single
1000,53,Female,Sales,HR Executive,131008,High School,31,No,No,Single
1001,51,Male,HR,Developer,20637,Diploma,11,Yes,Yes,Married
1002,50,Male,Finance,Developer,110152,Masters,15,No,No,Single
1003,50,Female,Admin,Manager,123186,PhD,13,No,No,Divorced
1004,51,Female,Admin,Developer,35828,Diploma,0,No,No,Divorced
1005,37,Female,Admin,Manager,73544,Diploma,31,No,No,Divorced
1006,40,Female,Tech,Sales Executive,111732,High School,20,No,No,Married
1007,39,Female,R&D,Research Scientist,121976,PhD,3,No,Yes,Married
1008,22,Female,Finance,Manager,65097,Diploma,8,No,No,Married
1009,35,Male,R&D,Manager,133271,Bachelors,21,No,No,Divorced
1010,23,Female,Finance,Developer,52022,Diploma,11,No,No,Married
1011,49,Female,R&D,Manager,52202,Bachelors,29,No,No,Divorced
1012,51,Female,Sales,HR Executive,48704,Masters,29,No,No,Single
1013,59,Female,HR,Analyst,111411,Bachelors,31,No,Yes,Married
1014,25,Male,HR,Analyst,149688,Bachelors,6,Yes,No,Single
1015,22,Male,Sales,Sales Executive,43641,High School,16,Yes,No,Single
1016,29,Female,Finance,Manager,57479,Diploma,0,No,Yes,Married
1017,50,Female,Tech,HR Executive,98771,Masters,13,Yes,Yes,Married
1018,24,Female,Finance,Developer,42027,Diploma,25,No,No,Single
1019,53,Male,HR,Developer,118463,Bachelors,26,No,No,Single
1020,31,Male,Tech,Research Scientist,62912,Bachelors,15,Yes,No,Single
1021,31,Male,R&D,Sales Executive,133097,Diploma,6,No,No,Divorced
1022,40,Male,Tech,HR Executive,128227,Masters,31,Yes,No,Single
1023,55,Male,Finance,HR Executive,112558,Masters,24,No,No,Divorced
1024,54,Male,Sales,Developer,91474,High School,30,No,No,Married
1025,44,Female,R&D,Research Scientist,148773,Bachelors,15,No,No,Single
1026,49,Male,Finance,Developer,129658,Bachelors,13,Yes,No,Married
1027,53,Male,R&D,Research Scientist,62692,High School,24,No,No,Single
1028,28,Female,Tech,Analyst,118884,Diploma,29,Yes,No,Married
1029,50,Male,HR,HR Executive,52209,Bachelors,6,No,No,Single
1030,29,Female,Finance,Analyst,77563,Diploma,11,No,Yes,Divorced
1031,22,Male,Sales,Developer,76738,Masters,2,No,Yes,Married
1032,24,Female,Tech,Sales Executive,57242,PhD,26,No,Yes,Married
1033,45,Female,Finance,Manager,29941,High School,18,No,No,Single
1034,44,Female,Sales,Sales Executive,27073,Bachelors,6,No,No,Divorced
1035,29,Female,Finance,Sales Executive,127966,High School,15,No,No,Divorced
1036,58,Female,Tech,Manager,57827,Masters,31,Yes,No,Divorced
1037,24,Male,Finance,HR Executive,66225,Masters,7,No,No,Single
1038,54,Male,R&D,Analyst,57096,Masters,12,No,No,Married
1039,49,Female,Tech,Analyst,70546,Masters,10,Yes,Yes,Single
1040,29,Female,Finance,HR Executive,86457,PhD,19,Yes,No,Divorced
1041,55,Female,HR,Manager,149257,Diploma,17,No,No,Divorced
1042,56,Male,Finance,Research Scientist,88309,Diploma,5,No,No,Married
1043,53,Female,R&D,Sales Executive,89998,PhD,19,No,No,Single
1044,45,Female,Sales,Developer,106496,Diploma,31,No,Yes,Single
1045,35,Female,Sales,Analyst,50268,Masters,28,No,No,Divorced
1046,53,Female,Sales,HR Executive,105354,Diploma,3,No,No,Married
1047,37,Male,HR,Developer,125037,High School,6,No,No,Married
1048,25,Female,R&D,Manager,130078,Diploma,19,No,No,Divorced
1049,58,Female,Tech,Developer,62078,High School,33,No,Yes,Single
1050,42,Male,Sales,Developer,21865,Bachelors,6,No,No,Single
1051,35,Female,R&D,Sales Executive,116242,High School,32,No,Yes,Married
1052,52,Female,Finance,Manager,48887,High School,14,No,Yes,Married
1053,39,Male,HR,Developer,69876,Masters,31,Yes,No,Divorced
1054,28,Male,R&D,Analyst,116047,Masters,21,No,No,Married
1055,31,Male,R&D,Manager,53479,Masters,28,No,No,Single
1056,28,Female,Tech,Analyst,148863,High School,24,Yes,No,Single
1057,54,Female,R&D,HR Executive,60478,PhD,4,Yes,No,Married
1058,44,Male,Tech,HR Executive,46401,Masters,13,No,Yes,Divorced
1059,42,Male,HR,Research Scientist,48502,Masters,34,No,Yes,Single
1060,40,Male,HR,HR Executive,139768,High School,1,No,No,Single
1061,40,Female,Finance,Developer,131750,Bachelors,24,No,Yes,Divorced
1062,57,Female,Tech,Manager,33394,Bachelors,15,No,No,Married
1063,50,Male,Tech,HR Executive,118694,Diploma,15,No,Yes,Single
1064,39,Female,Sales,Analyst,29262,Bachelors,10,No,No,Single
1065,23,Male,Sales,Developer,24487,Masters,34,Yes,No,Divorced
1066,22,Female,Finance,HR Executive,47341,PhD,22,No,No,Married
1067,26,Female,HR,Sales Executive,147360,Diploma,4,No,No,Divorced
1068,41,Female,Admin,Analyst,128924,PhD,34,No,No,Divorced
1069,32,Female,Sales,Analyst,33570,PhD,28,No,No,Married
1070,23,Male,R&D,Research Scientist,77268,Masters,4,No,No,Single
1071,24,Female,HR,Sales Executive,141435,High School,2,No,No,Divorced
1072,44,Female,Admin,Research Scientist,49605,High School,5,No,Yes,Single
1073,33,Male,R&D,HR Executive,91602,High School,22,No,No,Single
1074,41,Female,Tech,Sales Executive,122798,Bachelors,1,No,No,Single
1075,26,Male,HR,Analyst,46723,High School,17,No,No,Single
1076,58,Male,Finance,Research Scientist,89108,Masters,29,No,No,Divorced
1077,59,Female,Tech,Developer,98206,Bachelors,4,No,Yes,Married
1078,51,Female,Tech,Sales Executive,80098,High School,10,Yes,Yes,Single
1079,30,Male,R&D,Analyst,113375,PhD,0,Yes,Yes,Single
1080,55,Male,Tech,Manager,68707,Masters,9,Yes,No,Single
1081,56,Male,Sales,Sales Executive,69028,Masters,25,No,Yes,Married
1082,43,Female,HR,Sales Executive,113937,Diploma,32,No,No,Single
1083,45,Male,Sales,HR Executive,76921,Masters,26,No,No,Married
1084,38,Male,R&D,Developer,80760,PhD,11,No,No,Divorced
1085,31,Male,Admin,HR Executive,30249,Masters,1,No,Yes,Married
1086,51,Female,R&D,Sales Executive,87847,Diploma,0,No,Yes,Single
1087,44,Male,HR,Sales Executive,117547,Masters,0,Yes,No,Divorced
1088,53,Female,Tech,Developer,63839,Masters,32,No,Yes,Married
1089,38,Female,Finance,Developer,125077,Diploma,21,No,Yes,Single
1090,38,Male,R&D,Research Scientist,59673,Masters,11,No,Yes,Divorced
1091,35,Female,HR,Analyst,23642,Bachelors,20,No,No,Divorced
1092,30,Male,Finance,Analyst,26338,Masters,19,Yes,No,Married
1093,23,Female,Tech,Research Scientist,134650,High School,25,No,Yes,Single
1094,46,Female,Admin,Analyst,71761,High School,30,No,No,Married
1095,30,Male,R&D,Sales Executive,29622,Bachelors,0,No,Yes,Divorced
1096,43,Male,Admin,Research Scientist,68423,Masters,13,No,No,Divorced
1097,25,Male,HR,Research Scientist,62873,PhD,25,No,Yes,Single
1098,47,Female,Admin,Analyst,124544,Masters,6,Yes,No,Divorced
1099,50,Female,Admin,Manager,67565,High School,11,Yes,Yes,Single
1100,55,Male,HR,Analyst,27806,Diploma,23,No,No,Married
1101,44,Male,HR,HR Executive,20757,Bachelors,18,Yes,Yes,Divorced
1102,58,Female,R&D,Manager,112246,Diploma,8,No,No,Divorced
1103,32,Female,Admin,Research Scientist,41470,PhD,34,No,No,Single
1104,27,Female,Finance,Manager,26220,Masters,3,No,No,Single
1105,39,Male,HR,Sales Executive,128408,PhD,31,No,No,Married
1106,42,Female,Tech,Developer,111851,Diploma,5,Yes,Yes,Single
1107,57,Male,Admin,Manager,74754,Masters,27,No,Yes,Divorced
1108,59,Female,HR,HR Executive,113329,PhD,27,No,Yes,Married
1109,55,Female,Finance,Developer,147636,High School,28,No,Yes,Married
1110,38,Male,R&D,Sales Executive,99852,High School,4,No,No,Married
1111,58,Male,Admin,HR Executive,127630,Bachelors,4,Yes,No,Single
1112,46,Male,HR,Developer,42505,High School,27,No,Yes,Single
1113,59,Female,HR,Sales Executive,48288,High School,8,No,No,Divorced
1114,33,Female,Tech,Developer,94492,Diploma,28,No,Yes,Married
1115,44,Female,Tech,Developer,39109,High School,13,No,No,Married
1116,43,Male,Admin,Analyst,138056,High School,33,No,No,Married
1117,42,Female,HR,HR Executive,23497,Diploma,13,Yes,No,Divorced
1118,48,Male,Admin,HR Executive,77326,High School,17,No,No,Single
1119,52,Male,HR,Manager,29864,High School,32,No,No,Married
1120,27,Male,Tech,HR Executive,117046,Bachelors,33,No,No,Single
1121,48,Female,Finance,HR Executive,113517,High School,27,No,Yes,Single
1122,55,Female,Sales,Developer,107562,High School,22,Yes,No,Single
1123,33,Male,Sales,Research Scientist,94310,Bachelors,16,No,No,Single
1124,28,Female,HR,Analyst,139454,Diploma,10,No,No,Single
1125,31,Male,Tech,Manager,132343,High School,31,No,No,Divorced
1126,38,Male,R&D,Analyst,41017,PhD,14,No,No,Single
1127,47,Female,R&D,Manager,21821,Diploma,3,No,No,Married
1128,42,Male,Sales,Sales Executive,70337,Diploma,29,Yes,Yes,Married
1129,49,Male,Finance,Developer,65485,High School,9,No,No,Married
1130,23,Female,Sales,HR Executive,103557,Bachelors,22,No,No,Divorced
1131,22,Male,HR,HR Executive,76388,Diploma,23,No,No,Single
1132,57,Male,Finance,Research Scientist,30372,Bachelors,4,No,Yes,Married
1133,47,Male,R&D,Analyst,126684,PhD,18,No,No,Married
1134,50,Male,Tech,Analyst,120050,Bachelors,7,No,No,Married
1135,42,Male,Tech,Analyst,113938,Masters,6,No,Yes,Single
1136,32,Male,HR,HR Executive,91333,Bachelors,12,No,No,Married
1137,32,Male,Sales,Analyst,36283,Diploma,26,No,Yes,Single
1138,57,Female,HR,Developer,60857,Bachelors,17,No,Yes,Married
1139,56,Female,Tech,Manager,71772,Bachelors,23,No,No,Married
1140,55,Male,R&D,HR Executive,130441,Masters,1,No,No,Single
1141,45,Male,Tech,Developer,79670,Masters,15,Yes,No,Married
1142,43,Female,Finance,Sales Executive,93133,High School,13,No,No,Divorced
1143,26,Female,Admin,Developer,115856,Diploma,16,No,Yes,Single
1144,54,Female,Tech,Developer,51261,High School,5,No,No,Married
1145,57,Female,Tech,Sales Executive,77154,Masters,34,No,No,Divorced
1146,41,Female,Admin,Developer,26107,Bachelors,16,No,Yes,Divorced
1147,40,Male,Finance,Manager,111296,Masters,5,Yes,No,Single
1148,56,Female,Sales,HR Executive,55561,PhD,20,No,No,Married
1149,38,Female,Tech,Research Scientist,96674,Bachelors,34,No,No,Single
1150,55,Female,HR,Sales Executive,55268,High School,22,No,No,Divorced
1151,30,Male,Tech,HR Executive,51608,Bachelors,11,Yes,Yes,Divorced
1152,47,Male,HR,Analyst,33138,PhD,28,Yes,No,Single
1153,23,Male,Finance,Manager,126665,Masters,26,Yes,Yes,Single
1154,30,Male,Tech,Research Scientist,57693,Diploma,5,No,No,Married
1155,30,Male,Finance,Manager,145625,Diploma,20,No,No,Divorced
1156,38,Male,Finance,Manager,103000,Diploma,6,No,Yes,Single
1157,22,Female,Sales,Analyst,144143,Masters,15,No,No,Divorced
1158,46,Male,Tech,Research Scientist,41248,Diploma,4,No,No,Single
1159,46,Male,HR,Manager,122757,PhD,14,No,No,Married
1160,56,Female,HR,Analyst,38632,Masters,20,Yes,No,Divorced
1161,24,Male,Tech,Sales Executive,67547,Diploma,3,No,Yes,Married
1162,58,Female,Admin,Analyst,32100,High School,4,No,No,Married
1163,51,Female,Sales,Developer,67930,Masters,6,No,No,Divorced
1164,59,Male,Sales,HR Executive,86861,Masters,34,No,No,Single
1165,55,Female,Sales,Analyst,96905,Bachelors,14,Yes,Yes,Married
1166,33,Female,HR,Analyst,73025,Diploma,27,No,No,Married
1167,40,Female,Finance,Analyst,95876,High School,1,Yes,Yes,Divorced
1168,58,Female,Admin,Manager,98944,PhD,4,Yes,Yes,Divorced
1169,38,Male,Sales,Research Scientist,70840,Masters,6,No,No,Divorced
1170,31,Female,HR,Analyst,39369,PhD,21,No,Yes,Married
1171,33,Male,HR,Analyst,38460,PhD,30,No,Yes,Single
1172,37,Female,Finance,Developer,111641,PhD,31,No,No,Single
1173,45,Female,Tech,Developer,116920,Bachelors,7,No,No,Divorced
1174,40,Female,Tech,Sales Executive,21461,PhD,10,No,No,Married
1175,29,Male,Sales,Sales Executive,62362,Diploma,0,No,No,Married
1176,52,Male,Sales,Developer,118376,Diploma,18,No,No,Married
1177,42,Male,Admin,Research Scientist,147229,High School,6,Yes,No,Divorced
1178,38,Female,Finance,Sales Executive,48610,High School,24,No,Yes,Married
1179,44,Female,Sales,HR Executive,124334,PhD,21,No,No,Married
1180,58,Female,Finance,HR Executive,40995,PhD,26,Yes,Yes,Single
1181,37,Female,HR,Research Scientist,104716,Bachelors,14,No,No,Divorced
1182,27,Male,Sales,Developer,27717,PhD,1,Yes,No,Divorced
1183,29,Female,HR,Sales Executive,98867,PhD,7,No,Yes,Divorced
1184,46,Male,R&D,Analyst,99472,PhD,5,No,No,Married
1185,39,Female,Finance,Developer,84022,Masters,19,No,No,Married
1186,46,Male,R&D,Sales Executive,73668,Masters,26,Yes,Yes,Single
1187,33,Male,Sales,Research Scientist,71645,Bachelors,22,No,Yes,Divorced
1188,36,Female,HR,HR Executive,49550,Bachelors,16,No,No,Married
1189,47,Female,Sales,Research Scientist,106151,Diploma,12,No,Yes,Single
1190,47,Male,R&D,Sales Executive,23576,Bachelors,3,No,Yes,Married
1191,53,Female,Sales,Research Scientist,60868,Diploma,19,No,No,Married
1192,31,Female,Admin,Sales Executive,118039,PhD,24,No,No,Divorced
1193,37,Male,Tech,Sales Executive,66380,Bachelors,21,Yes,No,Divorced
1194,28,Male,R&D,Research Scientist,25728,Bachelors,16,No,No,Married
1195,38,Male,Sales,Manager,52800,Bachelors,10,Yes,No,Married
1196,44,Male,HR,Analyst,30886,Diploma,24,No,No,Married
1197,47,Female,Sales,Developer,99614,Diploma,4,No,No,Married
1198,42,Male,HR,HR Executive,89909,High School,20,No,No,Married
1199,43,Male,Tech,Analyst,67236,Diploma,25,No,Yes,Divorced
1200,28,Male,Sales,Developer,65805,Diploma,15,No,No,Divorced
1201,35,Female,Tech,Developer,138286,Masters,20,No,Yes,Married
1202,36,Male,R&D,HR Executive,52532,Bachelors,31,No,No,Married
1203,28,Female,HR,Analyst,132765,Diploma,3,No,Yes,Divorced
1204,30,Male,Admin,HR Executive,120696,Bachelors,7,No,No,Married
1205,29,Male,R&D,Sales Executive,48688,Bachelors,8,No,No,Divorced
1206,44,Female,HR,HR Executive,31063,Masters,16,Yes,No,Divorced
1207,50,Male,Tech,Research Scientist,43089,Bachelors,12,No,Yes,Divorced
1208,39,Male,Finance,Manager,75942,Diploma,8,No,Yes,Divorced
1209,52,Female,Sales,Manager,71829,Bachelors,5,No,No,Single
1210,51,Male,Tech,Manager,70553,High School,26,No,Yes,Married
1211,56,Male,HR,Analyst,53585,High School,23,No,No,Married
1212,39,Male,HR,Analyst,91739,Masters,8,No,No,Married
1213,38,Male,HR,Sales Executive,79004,Diploma,10,No,No,Divorced
1214,35,Female,HR,Manager,139250,Masters,34,No,No,Divorced
1215,52,Male,Sales,Sales Executive,139411,High School,28,Yes,No,Divorced
1216,45,Female,R&D,Manager,22438,Diploma,7,No,Yes,Married
1217,56,Male,Admin,Analyst,113095,Bachelors,16,No,No,Divorced
1218,55,Female,Finance,Research Scientist,43212,Diploma,6,No,No,Single
1219,24,Male,Sales,Research Scientist,70362,PhD,11,No,Yes,Married
1220,58,Female,HR,Research Scientist,92177,Diploma,14,No,Yes,Single
1221,47,Male,Sales,HR Executive,36983,Bachelors,28,No,No,Single
1222,44,Female,Tech,Research Scientist,34026,PhD,23,Yes,Yes,Married
1223,36,Female,Admin,Developer,140168,Masters,13,No,Yes,Single
1224,25,Male,HR,Manager,70998,Diploma,10,Yes,No,Single
1225,50,Female,Finance,Research Scientist,144735,Masters,34,No,Yes,Divorced
1226,43,Male,HR,Developer,75744,Diploma,16,Yes,Yes,Single
1227,46,Male,Admin,Developer,77013,High School,26,No,No,Divorced
1228,34,Male,Finance,Developer,71039,High School,2,No,Yes,Single
1229,39,Male,Admin,Sales Executive,69831,Bachelors,1,No,No,Married
1230,54,Male,Finance,Sales Executive,105172,High School,3,No,Yes,Married
1231,37,Female,R&D,Developer,54603,PhD,17,No,No,Married
1232,23,Male,R&D,HR Executive,97758,PhD,19,No,No,Married
1233,56,Male,Sales,Research Scientist,87713,Diploma,20,No,Yes,Divorced
1234,55,Male,Sales,Manager,126446,Masters,13,No,No,Single
1235,51,Male,Finance,HR Executive,118452,PhD,7,No,No,Single
1236,34,Male,HR,Analyst,136183,Diploma,1,No,Yes,Married
1237,34,Male,Tech,Sales Executive,33105,Masters,25,No,No,Divorced
1238,39,Female,Tech,Research Scientist,120048,High School,18,No,No,Divorced
1239,53,Female,HR,Research Scientist,87182,Diploma,27,No,No,Married
1240,53,Male,HR,Analyst,72147,Masters,28,No,No,Single
1241,56,Female,R&D,Analyst,141331,Bachelors,4,No,Yes,Married
1242,50,Male,Tech,Research Scientist,95400,Bachelors,27,No,Yes,Single
1243,50,Male,Finance,Analyst,66434,PhD,25,No,No,Married
1244,37,Male,Admin,Research Scientist,46515,Masters,4,No,No,Single
1245,31,Male,Sales,HR Executive,109298,Bachelors,14,No,No,Divorced
1246,51,Male,Admin,Analyst,78001,PhD,8,No,No,Married
1247,46,Female,R&D,HR Executive,121971,Diploma,31,Yes,Yes,Single
1248,41,Female,Tech,HR Executive,78397,Diploma,25,No,No,Single
1249,26,Female,HR,Analyst,81415,Masters,14,No,No,Single
1250,22,Female,Tech,Research Scientist,36960,Masters,3,No,No,Single
1251,51,Male,Finance,Developer,129591,Masters,19,No,No,Divorced
1252,24,Female,R&D,Research Scientist,113143,Masters,26,No,Yes,Single
1253,35,Male,HR,Manager,101838,Bachelors,20,No,Yes,Divorced
1254,51,Female,Admin,Analyst,65778,Bachelors,21,No,No,Single
1255,25,Female,Finance,Sales Executive,50941,PhD,6,No,Yes,Divorced
1256,39,Female,Admin,Analyst,116857,Bachelors,30,No,No,Divorced
1257,58,Female,Sales,Manager,115849,Diploma,16,Yes,No,Single
1258,46,Male,R&D,HR Executive,123083,PhD,6,No,No,Divorced
1259,22,Female,Finance,Sales Executive,60955,Bachelors,18,No,Yes,Married
1260,36,Female,Finance,Sales Executive,98565,Masters,27,No,Yes,Single
1261,30,Male,Admin,Research Scientist,121276,Bachelors,9,No,No,Married
1262,36,Male,HR,Developer,76908,High School,26,No,Yes,Divorced
1263,45,Female,Sales,Research Scientist,84067,PhD,12,Yes,No,Divorced
1264,25,Male,Admin,Sales Executive,138636,Bachelors,1,No,No,Married
1265,33,Male,Finance,Sales Executive,75696,Bachelors,21,No,No,Single
1266,58,Male,R&D,Developer,38429,Diploma,19,No,No,Married
1267,58,Female,Finance,Analyst,114048,Masters,4,No,No,Divorced
1268,27,Male,Tech,Developer,96676,Masters,5,No,No,Single
1269,45,Female,R&D,HR Executive,136315,Diploma,34,No,No,Married
1270,32,Female,R&D,Research Scientist,34847,Diploma,0,No,No,Married
1271,34,Female,Finance,Analyst,67191,High School,34,No,No,Single
1272,55,Female,HR,Research Scientist,54256,PhD,2,No,No,Married
1273,46,Male,R&D,Developer,147025,Masters,6,Yes,Yes,Single
1274,28,Female,Tech,Analyst,48774,Diploma,28,No,No,Single
1275,25,Male,Admin,Developer,147343,Diploma,14,Yes,No,Married
1276,29,Female,HR,HR Executive,29127,PhD,10,No,No,Single
1277,41,Male,HR,Manager,138251,Diploma,17,No,No,Single
1278,50,Female,HR,Sales Executive,48205,High School,3,No,Yes,Divorced
1279,31,Male,R&D,Analyst,128210,PhD,23,No,No,Divorced
1280,55,Female,HR,Sales Executive,120106,High School,10,No,No,Divorced
1281,47,Female,Finance,Manager,101163,Bachelors,5,No,Yes,Married
1282,24,Male,HR,Analyst,78764,Masters,17,No,No,Married
1283,27,Female,Tech,Sales Executive,138279,Diploma,14,Yes,Yes,Married
1284,26,Female,Sales,Sales Executive,121824,PhD,2,No,No,Married
1285,26,Female,Tech,Analyst,58664,High School,16,No,Yes,Single
1286,44,Male,R&D,Sales Executive,76795,Masters,32,No,No,Single
1287,30,Female,HR,Sales Executive,141729,Masters,33,Yes,Yes,Divorced
1288,56,Female,HR,Analyst,52333,Diploma,29,No,Yes,Single
1289,41,Male,Finance,Sales Executive,133548,Masters,18,No,No,Married
1290,56,Male,Admin,Sales Executive,56079,Diploma,8,No,No,Single
1291,39,Male,HR,Research Scientist,104225,Bachelors,30,No,Yes,Divorced
1292,38,Male,Tech,HR Executive,44259,Diploma,26,No,No,Married
1293,45,Male,R&D,Research Scientist,46571,High School,24,No,Yes,Single
1294,24,Female,Sales,Manager,71119,Masters,6,No,No,Divorced
1295,53,Female,HR,Research Scientist,28009,Masters,6,No,No,Single
1296,56,Female,Sales,Research Scientist,130210,Masters,19,No,No,Divorced
1297,59,Male,HR,Manager,130531,Diploma,18,No,Yes,Divorced
1298,34,Female,R&D,Sales Executive,81829,PhD,1,No,No,Divorced
1299,46,Male,Admin,Sales Executive,58230,Diploma,33,No,No,Married
1300,30,Male,Tech,Research Scientist,131364,High School,16,No,Yes,Single
1301,25,Female,R&D,Manager,76049,Diploma,23,Yes,Yes,Single
1302,35,Male,Sales,Sales Executive,121762,Masters,8,No,Yes,Married
1303,58,Male,HR,Developer,143273,Bachelors,0,Yes,Yes,Married
1304,55,Female,Sales,Analyst,139466,High School,27,No,Yes,Single
1305,32,Male,Tech,Analyst,56498,Bachelors,14,Yes,Yes,Married
1306,24,Male,R&D,HR Executive,139053,High School,20,Yes,No,Married
1307,49,Female,Sales,Analyst,48820,High School,14,No,No,Single
1308,50,Male,Sales,Research Scientist,60315,Masters,22,No,No,Divorced
1309,30,Male,Tech,Analyst,115018,Diploma,1,No,Yes,Married
1310,24,Female,HR,Analyst,52795,Masters,8,No,No,Single
1311,46,Female,Sales,Developer,133812,Masters,1,No,No,Single
1312,55,Female,Tech,Sales Executive,105411,Masters,1,No,No,Single
1313,33,Female,HR,Developer,59191,Bachelors,17,No,No,Married
1314,30,Male,Admin,Research Scientist,74453,High School,16,No,No,Divorced
1315,36,Male,HR,Analyst,32453,PhD,7,No,Yes,Divorced
1316,46,Female,Admin,Sales Executive,140848,Diploma,33,No,No,Single
1317,26,Male,R&D,HR Executive,70325,Masters,33,No,Yes,Married
1318,32,Male,Tech,HR Executive,69490,High School,4,No,No,Married
1319,55,Female,HR,Analyst,94796,Diploma,28,No,No,Divorced
1320,45,Female,Admin,Analyst,134165,PhD,27,No,No,Divorced
1321,36,Male,Admin,HR Executive,69993,PhD,15,No,No,Married
1322,59,Female,R&D,HR Executive,130780,Masters,13,No,No,Divorced
1323,29,Female,Finance,Research Scientist,65706,PhD,1,Yes,No,Single
1324,26,Female,Tech,Analyst,134981,PhD,3,No,Yes,Divorced
1325,47,Male,Finance,HR Executive,62817,Diploma,30,No,No,Married
1326,39,Female,HR,Manager,84544,Diploma,25,No,No,Single
1327,27,Male,Tech,HR Executive,111434,Masters,26,No,No,Married
1328,58,Male,R&D,Sales Executive,75710,High School,33,Yes,No,Divorced
1329,34,Male,HR,Sales Executive,70799,Masters,30,No,No,Divorced
1330,49,Female,Tech,Manager,139586,Bachelors,10,No,No,Single
1331,26,Female,Tech,Research Scientist,80964,PhD,7,No,No,Single
1332,34,Female,Finance,Analyst,73678,High School,11,No,No,Single
1333,38,Female,HR,Analyst,91150,Diploma,34,No,No,Single
1334,53,Female,R&D,HR Executive,117379,Bachelors,33,Yes,No,Divorced
1335,50,Male,R&D,Sales Executive,80438,Bachelors,12,No,No,Married
1336,24,Male,HR,Research Scientist,129987,PhD,26,No,No,Divorced
1337,55,Male,HR,Research Scientist,97223,Diploma,7,No,Yes,Divorced
